date,vodka_revenue
03/28/2019,202325.51
03/15/2021,202215.76
08/20/2019,202156.47
01/20/2021,202076.33
11/30/2021,202016.09
06/28/2024,202006.79
06/13/2019,201990.85
02/18/2022,201963.84
12/09/2020,201886.06
05/03/2018,201853.19
09/18/2018,201827.92
10/31/2016,201817.98
02/28/2023,201814.95
10/07/2019,201680.04
03/13/2024,201573.99
07/29/2021,201557.03
06/12/2020,201519.05
04/12/2017,201463.57
11/26/2019,201377.45
08/12/2021,201187.32
07/22/2021,200996.52
06/03/2022,200977.6
01/24/2018,200825.92
03/06/2020,200786.7
02/25/2019,200779.52
10/19/2023,200704.65
11/13/2017,200592.44
01/11/2021,200549.26
03/02/2023,200393.67
12/12/2023,200385.78
12/30/2019,200288.98
10/11/2018,200261.84
12/31/2018,200149.37
07/19/2018,200035.39
12/17/2020,200025.65
02/03/2022,200017.32
07/30/2020,200007.03
11/15/2017,199972.78
10/24/2022,199851.6
11/20/2018,199812.97
02/21/2022,199693.12
08/14/2017,199674.64
04/20/2020,199671.03
03/28/2018,199646.24
01/21/2022,199617.02
04/22/2019,199570.18
11/08/2022,199506.63999999998
11/13/2023,199480.47
07/12/2021,199474.41
07/19/2021,199447.55
12/04/2017,199439.44
05/13/2021,199435.44
02/15/2021,199303.11
03/11/2020,199275.88
04/22/2020,199243.03
11/13/2020,199130.71
08/06/2018,199059.51
03/19/2020,198925.37
06/17/2024,198853.08
05/22/2024,198835.07
12/14/2020,198821.99
03/08/2018,198810.42
10/18/2018,198677.3
11/02/2020,198664.21
11/08/2021,198578.74
06/14/2017,198550.67
09/12/2023,198523.83
09/28/2023,198501.98
10/31/2023,198370.33
10/05/2017,198305.14
07/16/2018,198288.06
12/18/2023,198170.85
12/04/2020,197991.9
04/26/2024,197896.84
07/26/2017,197884.1
01/24/2024,197667.79
10/28/2019,197487.57
12/20/2022,197411.82
10/25/2023,197354.79
07/19/2019,197285.37
02/22/2022,197276.63
10/30/2020,197216.24
02/07/2020,197193.36
07/25/2017,197027.09
09/13/2016,197021.78
04/08/2024,196973.98
08/21/2017,196891.69
04/30/2021,196710.18
06/21/2018,196667.6
10/01/2018,196628.57
12/19/2017,196588.08
03/16/2021,196567.71
10/18/2019,196561.54
07/16/2021,196542.39
04/11/2018,196505.1
05/06/2024,196437.56
02/09/2022,196344.32
07/20/2017,196340.12
08/17/2020,196148.0
01/30/2024,196116.2
02/24/2020,196074.8
02/08/2023,196034.04
01/31/2018,195870.58
11/20/2023,195619.97
03/17/2020,195579.96
02/11/2021,195497.43
12/21/2020,195441.85
08/17/2017,195438.15
07/15/2020,195387.24
09/17/2019,195367.78
04/16/2018,195348.3
03/18/2019,195209.21
10/25/2019,195191.19
03/25/2019,195027.31
04/10/2018,194950.52
02/19/2021,194777.44
11/23/2022,194730.56
02/23/2021,194695.91
12/27/2021,194644.62
07/03/2017,194616.94
03/21/2024,194498.27
12/29/2023,194365.38
06/21/2017,194283.64
01/09/2018,194136.95
02/22/2023,193854.38
01/22/2021,193831.93
02/11/2019,193539.14
01/05/2023,193466.72
12/10/2019,193415.3
10/29/2021,193370.88
12/22/2022,193364.43
10/01/2020,193262.49
06/17/2019,193234.64
04/03/2017,193212.02
02/11/2022,193190.73
03/16/2022,193130.0
10/18/2022,193057.69
04/02/2021,192928.14
08/15/2019,192910.09
09/20/2018,192796.42
10/25/2021,192785.21
03/04/2019,192694.97
05/12/2022,192498.03
06/28/2018,192496.59
03/15/2023,192464.66
10/18/2021,192364.69
11/09/2017,192347.18
02/17/2021,192153.73
07/31/2023,192104.56
09/06/2019,191952.37
12/14/2017,191829.17
04/04/2024,191690.92
12/28/2023,191593.64
12/18/2018,191428.63
05/29/2018,191301.88
10/11/2017,191143.69
03/05/2018,191121.04
03/02/2020,191120.66
03/20/2024,191112.06
09/16/2020,191086.69
02/22/2018,191068.23
07/27/2023,191042.63
11/10/2020,191028.38
01/23/2024,191024.34
11/06/2017,191021.53
10/05/2016,190978.23
04/01/2019,190957.54
09/09/2019,190849.22
09/27/2023,190669.75
02/01/2018,190643.3
04/17/2018,190572.47
11/21/2016,190484.73
03/20/2019,190470.13
05/11/2021,190391.89
01/13/2021,190312.91
04/23/2021,190113.89
02/14/2019,190043.64
03/13/2019,190041.56
10/28/2021,190030.5
12/06/2022,190011.0
10/08/2021,189993.51
03/19/2018,189734.86000000002
02/14/2023,189702.57
02/21/2019,189695.59
04/03/2019,189673.8
12/21/2023,189612.86
07/13/2021,189498.82
10/20/2016,189429.72
01/29/2018,189343.94
09/25/2017,189301.09
04/24/2024,189284.0
08/01/2017,189261.52
10/09/2018,189221.37
05/06/2019,189128.33
10/08/2018,189090.86
07/08/2019,189084.63
08/16/2021,189042.9
10/27/2021,188993.27
11/23/2020,188871.21
12/12/2017,188826.64
07/08/2022,188821.53
04/04/2019,188670.45
06/19/2017,188522.19
02/27/2019,188478.01
12/04/2023,188389.63
01/22/2020,188307.89
03/01/2021,188281.89
03/11/2019,188259.3
09/13/2018,188210.02
01/14/2022,188059.08
02/18/2021,188049.74
04/23/2019,187849.95
11/30/2020,187749.07
04/17/2017,187746.3
12/27/2016,187624.38
11/01/2019,187582.14
12/31/2020,187539.55
11/14/2019,187444.79
09/28/2021,187416.05
01/16/2019,187410.79
11/04/2019,187224.28
12/11/2018,187221.57
09/30/2019,187183.56
10/10/2017,187102.16
04/15/2021,187072.88
03/10/2020,187032.49
10/18/2017,186936.04
11/29/2021,186867.13
05/20/2020,186773.14
02/17/2020,186602.22
04/27/2021,186580.38
11/30/2022,186475.67
10/23/2020,186455.78
02/05/2024,186451.41
12/12/2018,186431.21
01/28/2022,186346.84
10/02/2019,186215.72
04/01/2024,186164.47
08/07/2017,186162.91
07/05/2017,186149.91
04/08/2019,186070.38
01/27/2020,186009.4
04/21/2020,185753.28
09/19/2017,185734.86000000002
10/24/2023,185722.36
01/15/2018,185591.52
04/21/2022,185459.78
06/07/2021,185318.03
01/08/2021,185308.34
11/16/2017,185278.85
02/08/2018,185251.14
05/07/2018,185213.5
04/06/2017,185203.69
12/11/2019,185106.04
04/18/2022,184904.6
10/09/2019,184898.48
02/16/2023,184634.13
04/13/2017,184616.5
01/03/2019,184553.92
06/07/2024,184543.21
03/22/2021,184430.22
02/06/2020,184338.7
09/17/2018,184219.17
10/19/2020,184195.01
05/23/2019,184168.99
04/20/2022,184162.59
04/19/2019,184134.95
03/23/2023,184051.36
12/29/2021,184036.92
09/26/2016,183987.13999999998
03/29/2018,183963.81
12/12/2016,183949.84
10/30/2018,183925.59
10/20/2020,183611.53
09/27/2022,183451.52
08/13/2018,183411.19
05/16/2017,183357.6
04/13/2023,183353.89
06/19/2019,183225.68
02/18/2019,183177.34
05/03/2017,183135.15
10/13/2020,183133.02
01/25/2022,183101.8
07/26/2022,183058.46
10/21/2019,183042.32
07/03/2018,183005.77
01/17/2019,182972.06
09/04/2019,182905.74
10/02/2018,182840.72
01/27/2022,182798.57
12/07/2020,182758.07
02/13/2018,182753.89
08/08/2017,182739.06
09/29/2016,182657.79
08/08/2022,182602.84
07/04/2017,182428.22
07/03/2019,182424.75
06/11/2021,182381.22
12/31/2019,182334.17
07/24/2019,182305.59
12/01/2021,182195.34
06/01/2022,181911.95
04/19/2018,181856.55
11/30/2016,181829.51
12/26/2023,181764.28
12/11/2017,181754.46
02/13/2019,181695.24
02/10/2020,181587.36
02/14/2020,181509.79
04/22/2021,181507.37
07/16/2019,181386.83
03/01/2017,181342.72
10/15/2019,181289.27
01/07/2021,181278.48
01/24/2022,181275.88
08/24/2017,181240.88
10/23/2019,181210.33
12/31/2021,181187.75
12/15/2016,181179.71
05/23/2017,180938.24
10/31/2018,180638.07
01/29/2019,180603.25
09/17/2020,180482.99
03/14/2019,180443.07
03/28/2024,180278.96
01/24/2023,180124.52
04/01/2021,180114.24
08/15/2017,180095.0
02/12/2021,180065.25
03/14/2023,180054.95
07/02/2019,180017.63
10/21/2021,179932.86
09/13/2019,179907.81
03/27/2018,179850.87
12/13/2017,179786.3
12/21/2017,179764.3
01/08/2019,179573.04
10/14/2020,179462.63
07/23/2019,179426.45
04/29/2021,179390.38
09/18/2019,179382.25
04/05/2017,179362.85
12/28/2017,179356.75
09/21/2023,179339.18
02/04/2021,179329.11
05/24/2017,179294.26
04/01/2020,179207.02
12/14/2016,179161.85
05/07/2020,179107.49
09/16/2019,179089.62
10/08/2019,179023.63
03/25/2024,178783.42
07/08/2023,178734.01
01/06/2023,178663.27
03/31/2022,178399.29
02/23/2017,178395.67
05/15/2017,178374.28
04/11/2023,178318.42
04/06/2021,178303.04
09/23/2019,178230.58
01/21/2021,178145.73
10/25/2018,178099.2
03/11/2024,177827.29
01/29/2021,177786.71
11/29/2022,177634.94
10/21/2020,177548.71
04/10/2017,177510.99
11/07/2016,177224.95
04/18/2019,177149.81
03/23/2022,177064.07
08/16/2017,177020.13
04/15/2022,176926.4
01/31/2020,176919.77
12/06/2017,176555.5
09/23/2021,176515.24
10/16/2018,176499.66
03/07/2017,176350.72
09/21/2017,176340.04
10/12/2017,176303.34
11/01/2016,176240.2
05/04/2017,175789.83
01/13/2020,175783.18
03/07/2018,175668.55
04/27/2023,175662.07
04/19/2023,175576.2
08/08/2019,175543.73
06/03/2020,175512.16
03/30/2020,175390.78
03/26/2019,175380.53
02/22/2017,174884.58
12/14/2023,174777.67
12/26/2016,174747.33
02/09/2024,174733.9
03/22/2022,174722.26
12/01/2023,174563.96
04/29/2020,174472.72
07/27/2021,174451.24
01/15/2021,174441.65
04/11/2019,174438.86
10/19/2016,174402.46
11/30/2023,174369.39
09/20/2021,174281.99
01/12/2022,174189.46
05/22/2017,174174.0
04/28/2022,174096.22
12/03/2019,174061.18
11/23/2019,173986.48
09/27/2021,173959.66
04/24/2017,173959.57
10/20/2022,173728.37
02/29/2024,173706.92
03/09/2022,173695.12
05/01/2017,173690.8
10/17/2017,173644.09
01/09/2017,173575.43
03/06/2017,173524.5
10/15/2020,173515.04
03/08/2024,173407.33
09/10/2021,173364.1
01/18/2017,173269.73
01/11/2018,173240.14
12/08/2016,173197.56
12/14/2022,173155.64
01/26/2023,173146.73
02/05/2018,173140.01
03/23/2017,173086.09
04/19/2017,173042.66
10/09/2017,172997.33
11/22/2016,172895.7
10/04/2019,172790.05
01/26/2024,172647.58
12/02/2019,172629.68
11/10/2022,172601.1
10/26/2016,172547.24
03/29/2021,172468.2
05/25/2017,172351.23
03/14/2018,172232.13999999998
04/25/2023,172189.39
01/31/2019,172026.07
03/27/2019,172002.33
12/19/2019,171985.92
10/06/2016,171914.46
01/06/2020,171879.12
11/02/2021,171797.26
02/21/2023,171687.09
11/21/2017,171510.67
02/27/2020,171499.71
02/18/2020,171492.1
12/16/2022,171445.41
01/29/2020,171342.08
02/20/2020,171179.19
04/23/2020,171026.6
01/30/2017,171003.2
01/02/2020,171002.91
04/12/2022,170966.07
08/22/2017,170961.18
07/11/2017,170642.18
11/11/2020,170627.24
01/26/2022,170605.49
01/22/2018,170281.43
01/10/2020,170189.0
07/06/2021,170062.68
02/20/2018,169631.51
10/17/2016,169569.91
12/04/2019,169502.95
11/29/2016,169498.88
10/01/2019,169353.68
05/24/2021,169344.36
09/28/2016,169259.02
10/31/2019,168929.72
09/03/2020,168900.2
07/09/2019,168734.14
09/28/2017,168501.77
02/27/2017,168169.06
04/30/2019,167924.79
03/22/2018,167867.89
01/30/2019,167721.26
08/03/2017,167477.06
12/06/2016,167423.06
04/02/2019,167416.14
04/09/2020,167411.26
07/02/2018,167307.69
06/04/2020,167171.01
06/22/2017,167052.42
08/13/2020,166880.61
02/14/2017,166627.09
11/14/2016,166601.56
02/20/2017,166416.15
05/30/2017,166348.54
02/19/2019,165970.87
11/27/2019,165841.58
01/30/2018,165715.44
03/22/2024,165710.92
05/21/2021,165471.29
03/05/2020,165368.22
03/15/2022,165249.6
02/16/2017,165238.37
01/23/2018,165066.61
10/22/2019,165018.96
11/29/2019,164890.23
03/21/2018,164872.79
10/26/2023,164849.71
01/19/2021,164820.39
10/10/2019,164531.62
03/31/2020,164388.47
12/29/2016,164328.37
12/02/2020,164319.19
09/19/2016,164306.7
03/20/2018,164254.55
09/20/2019,164252.35
03/16/2023,164110.83
04/13/2022,163902.92
11/11/2023,163710.9
03/12/2019,163478.54
09/12/2016,163462.34
02/13/2024,163370.63
05/01/2019,163342.4
03/21/2019,163310.66
01/15/2019,163280.85
06/05/2021,163162.83
06/14/2019,163127.03
10/03/2017,163067.83
04/09/2019,163067.83
01/17/2020,162645.37
05/17/2017,162415.34
09/21/2016,162406.1
12/28/2016,162402.38
07/09/2022,162352.47
01/21/2020,162072.69
10/26/2017,161793.58
07/09/2020,161562.33
12/28/2020,161476.47
06/20/2017,161399.41
07/13/2017,161345.83
01/08/2020,161289.94
03/24/2022,161125.01
03/15/2017,161086.07
08/22/2019,160762.98
03/15/2018,160687.02
03/09/2017,160450.23
11/01/2018,160447.1
12/01/2020,160441.48
06/04/2021,160437.81
01/28/2020,160421.58
09/24/2020,160193.86
04/19/2024,160171.9
11/05/2020,160070.88999999998
04/04/2017,159923.27
04/15/2019,159802.11
01/10/2023,159696.03
11/02/2017,159573.0
12/13/2016,159545.59
01/15/2020,159266.47
12/10/2020,159256.82
01/10/2018,159238.67
05/21/2020,159088.92
03/13/2018,158857.9
01/05/2017,158821.42
05/08/2017,158742.86000000002
01/19/2023,158682.14
06/20/2019,158667.19
03/12/2018,158481.95
01/09/2019,158447.73
04/14/2021,158381.75
12/20/2016,158354.67
03/26/2018,158325.94
02/16/2024,158122.27
01/09/2020,158086.42
06/08/2021,157767.84
01/28/2021,157626.09
06/02/2023,157410.18
10/25/2016,157110.23
10/04/2016,156869.28
12/05/2016,156554.09
01/17/2022,156377.7
10/24/2016,156039.17
10/13/2016,155972.69
11/28/2016,155942.58
01/20/2022,155838.53
10/25/2022,155826.26
12/23/2020,155813.38
02/21/2017,155812.16
12/30/2020,155630.59
01/25/2019,155397.98
09/27/2016,155392.29
01/23/2019,155373.96
01/17/2018,155293.04
02/15/2017,155167.25
07/15/2021,155049.89
12/12/2019,154953.13
01/11/2024,154921.85
12/30/2023,154885.67
04/16/2019,154379.1
04/18/2017,154375.72
04/15/2020,154242.03
10/04/2017,154117.39
10/03/2016,153708.45
03/26/2020,153537.06
02/15/2024,153492.46
09/12/2019,153450.73
01/03/2018,153435.86
11/15/2016,153393.44
10/12/2016,153248.26
12/23/2019,153181.93
01/02/2019,153081.97
10/29/2020,153062.8
01/04/2022,152666.02
03/19/2019,152258.69
02/21/2018,152117.67
03/01/2018,151945.12
11/09/2016,151896.03
11/03/2016,151812.48
03/29/2017,151653.57
09/03/2016,151571.23
07/23/2020,151031.87
01/25/2018,151013.07
12/13/2021,150943.27
07/02/2020,150812.35
03/08/2017,150667.27
02/15/2018,150659.79
11/10/2016,150589.1
10/16/2017,150498.76
01/19/2017,150362.2
11/21/2019,150218.87
09/06/2016,149924.87
01/31/2023,149870.14
11/07/2019,149654.08
03/20/2017,149088.24
02/02/2017,149001.01
07/25/2019,148878.69
04/20/2017,148835.93
02/14/2018,148460.98
02/09/2021,148323.72
01/18/2024,148232.73
02/13/2020,148165.5
10/18/2016,148038.65
03/10/2022,147969.68
01/18/2019,147882.67
09/20/2016,147785.37
01/14/2021,147725.67
03/02/2017,147659.82
01/31/2017,147581.7
06/11/2020,147281.6
12/28/2019,146938.9
01/30/2020,146522.06
05/02/2017,146503.13
01/13/2022,146482.18
02/14/2022,146437.11
12/05/2019,146291.74
05/09/2017,146187.51
01/25/2017,146182.49
04/30/2020,146121.41
11/25/2020,145981.6
09/25/2023,144654.41
11/08/2016,144019.56
03/02/2021,143652.48
07/11/2019,143644.39
09/11/2021,143618.39
01/14/2020,143448.4
01/18/2022,143361.74
03/28/2017,143268.17
03/27/2017,143167.02
12/09/2023,143089.06
01/16/2018,142975.82
04/16/2020,142742.96
03/22/2017,142724.07
01/14/2019,142723.96
01/11/2017,142653.62
07/18/2019,142548.72
01/10/2017,142254.03
06/18/2020,141982.9
03/04/2022,141844.92
04/26/2017,141038.91
03/16/2017,141023.83
09/16/2016,140634.2
02/16/2021,140628.14
09/22/2016,140220.81
11/30/2018,139005.85
02/12/2018,138230.12
09/19/2019,137043.73
01/04/2017,136591.58
12/03/2020,136399.09
01/17/2017,135863.68
01/24/2017,135477.57
03/02/2022,134976.68
08/31/2016,134360.02
02/24/2022,133897.21
06/01/2024,132955.63
01/16/2020,132737.76
03/12/2020,132254.53
10/22/2020,130739.05
01/23/2020,130656.67
01/23/2017,130318.15
11/12/2020,129895.91
03/15/2024,129611.51
11/17/2017,129280.91
07/16/2020,127993.27
04/02/2020,127664.89
01/26/2017,127355.28
01/02/2018,127120.49
05/27/2024,126374.97
03/30/2017,126149.04
04/13/2019,125719.12
03/04/2021,125524.22
01/31/2022,123875.9
06/29/2024,123538.33
01/18/2018,123133.26
02/19/2018,122173.06
08/10/2018,122086.82
02/23/2022,122021.26
05/15/2018,121837.88
01/08/2023,121269.39
10/19/2018,120815.07
02/23/2024,120513.61
03/03/2022,120257.59
01/19/2024,119842.11
01/12/2017,119809.29
04/12/2024,119799.1
05/12/2024,119178.94
01/04/2018,118451.73
08/01/2022,118215.2
12/01/2017,118193.25
02/11/2024,117971.09
10/11/2016,117777.35
03/21/2017,117109.5
11/23/2016,117057.94
11/19/2023,117009.1
06/01/2018,116815.46
09/01/2017,115575.88
02/28/2017,115518.18
10/20/2023,115254.77
11/18/2016,114556.44
06/30/2017,114410.85
11/16/2018,114210.4
11/03/2017,114136.02
10/07/2016,113965.15
07/06/2018,113423.9
11/21/2018,112697.82
06/23/2017,112668.64
03/14/2017,112612.31
06/15/2018,110781.15
01/03/2017,110222.4
07/14/2017,110012.12
12/16/2016,109454.32
07/27/2018,108712.62
08/15/2022,108172.05
12/02/2016,107317.96
03/08/2022,107025.69
04/05/2019,105904.82
10/05/2018,105478.27
12/14/2018,104653.46
10/13/2017,104519.63
10/20/2017,103945.18000000001
10/31/2017,103020.01
05/18/2018,102569.92
05/04/2018,102463.48
07/13/2018,102358.03
10/15/2023,101845.38
06/09/2017,101716.65
11/05/2023,101563.24
10/26/2018,101314.13
12/23/2016,101233.07
07/20/2018,100616.06
09/15/2017,100384.45
03/08/2019,100187.18000000001
08/30/2016,99592.72
12/08/2017,99282.53
02/22/2019,99216.1
03/07/2022,99137.05
12/07/2018,98179.65
11/09/2018,97994.31
08/24/2018,97751.16
05/19/2017,97184.86
02/28/2022,96878.25
10/28/2016,96757.48
10/27/2017,96754.3
02/10/2017,96635.92
02/04/2024,96148.31999999999
08/29/2016,95485.04
04/14/2024,94945.2
11/10/2023,94941.55
06/16/2017,94940.6
04/14/2017,94578.74
09/07/2018,94369.29
01/14/2024,94081.04
09/14/2018,93473.03
10/12/2018,93414.47
08/25/2017,93074.53
07/21/2017,93013.33
09/21/2018,92769.69
11/10/2017,92609.73
11/04/2016,91683.24
11/22/2017,91574.18000000001
10/22/2023,91347.78
01/11/2019,90905.91
02/25/2022,90578.71
09/09/2016,90484.07
02/24/2017,90287.68
04/13/2018,90249.37
08/17/2018,89948.41
11/02/2018,88617.35
08/18/2017,88051.14
08/03/2018,87942.0
12/15/2017,87925.46
03/30/2018,87832.58
02/23/2018,87282.08
07/28/2017,87091.64
10/06/2017,86829.76
08/04/2017,86751.33
11/11/2016,86697.46
09/08/2017,86576.96
12/09/2016,86434.65
04/06/2018,86199.36
08/11/2017,86098.09
09/29/2017,85868.81
09/23/2016,85568.25
02/03/2017,85492.27
07/07/2017,85456.28
09/28/2018,84410.6
02/02/2018,84276.85
04/27/2018,83946.55
04/07/2017,83171.56
09/02/2016,83073.23
05/11/2018,83032.35
04/28/2017,82790.0
01/26/2018,82602.82
03/01/2019,82475.16
01/27/2017,81922.71
03/23/2018,81694.23
02/15/2019,81681.2
02/01/2019,81450.89
03/29/2019,81317.95
03/15/2019,81108.73
06/08/2018,80692.82
04/20/2018,80591.47
06/02/2017,80573.22
09/30/2016,80496.32
05/12/2017,80464.25
03/10/2024,80345.43000000001
06/22/2018,80245.37
11/30/2019,79231.63
01/06/2017,79204.29
03/31/2017,79049.8
05/05/2017,78790.33
01/16/2017,78748.82
02/17/2017,78697.68
09/22/2017,78471.74
02/08/2019,78053.17
12/17/2022,77934.19
12/29/2017,76912.71
09/10/2022,76236.41
02/09/2018,75666.02
03/22/2019,75571.26
03/09/2018,75079.41
01/12/2018,74436.45
12/29/2018,74086.4
01/12/2024,73528.91
10/21/2016,73452.79
03/02/2018,72595.73
03/16/2018,71942.93000000001
03/24/2017,71916.7
03/17/2017,71608.02
01/19/2018,71312.59
10/14/2016,71270.11
04/21/2017,70881.52
11/15/2019,69940.48
03/03/2017,69773.26
03/17/2024,69122.04
02/16/2018,68376.56
01/05/2018,67419.65
02/25/2024,67099.53
12/03/2023,66515.27
06/15/2019,66134.41
03/01/2022,64688.65
03/10/2017,64650.25
05/22/2021,63863.17
12/08/2023,63318.65
04/21/2024,62410.85
06/09/2024,62110.53
11/26/2023,60226.68
12/30/2016,59230.01
01/28/2024,56409.89
01/20/2017,56012.8
01/13/2017,55601.590000000004
06/23/2024,54662.42
11/18/2023,54258.83
11/12/2023,53536.92
12/10/2023,50592.01
04/28/2024,48158.52
05/19/2024,47769.19
08/14/2022,47294.2
06/12/2021,46339.15
11/22/2019,45191.87
03/24/2024,44058.49
01/21/2024,42421.55
06/02/2024,40112.59
06/30/2024,39766.08
12/16/2023,36704.74
06/01/2019,31347.0
06/16/2024,30414.26
02/18/2024,25174.25
12/18/2022,19556.94
03/03/2024,19157.63
04/17/2022,18262.61
12/23/2022,16806.07
11/24/2022,15496.890000000001
11/23/2023,14913.01
07/04/2019,14714.4
01/07/2024,12991.46
09/29/2019,12401.71
12/10/2022,10335.44
11/25/2023,10065.97
02/26/2022,7714.39
12/24/2018,6836.03
01/02/2023,5509.17
07/04/2022,5269.92
10/10/2021,4086.6
05/15/2021,3321.56
10/09/2022,3159.32
02/13/2022,3009.58
06/27/2021,2862.83
11/13/2022,2488.0499999999997
04/03/2022,2444.7
09/06/2021,2196.76
12/04/2022,2110.73
11/28/2021,2026.2
11/20/2022,2007.78
09/04/2023,1888.8899999999999
11/28/2020,1820.4
11/06/2022,1767.31
07/11/2021,1515.4
11/01/2020,1438.65
01/29/2023,1364.74
05/21/2023,1350.67
01/01/2024,1329.17
10/30/2022,1244.35
02/27/2022,1241.67
02/06/2022,1210.73
04/25/2021,1204.56
06/19/2022,1184.16
02/20/2022,1074.07
08/15/2021,1065.72
05/29/2023,1044.96
07/18/2021,1026.96
06/20/2021,942.78
12/05/2021,913.84
07/25/2021,883.12
09/18/2022,871.17
04/23/2022,864.8
04/09/2023,855.37
10/23/2022,830.58
05/31/2021,807.06
06/13/2021,796.95
01/23/2022,792.62
12/12/2021,789.36
10/02/2022,776.4
06/26/2022,751.62
11/07/2021,640.53
08/21/2022,639.36
07/23/2023,636.0
07/30/2023,622.56
09/02/2023,581.52
11/27/2022,578.64
12/26/2021,565.86
11/25/2021,543.72
08/22/2021,530.65
04/10/2022,497.82
02/12/2023,483.36
05/23/2021,480.63
10/31/2021,480.0
05/16/2021,463.68
04/11/2021,459.42
03/20/2022,448.56
01/16/2022,433.2
07/26/2020,421.54
05/09/2021,404.76
11/02/2019,403.14
07/04/2021,351.78
09/26/2021,344.28000000000003
08/29/2021,344.1
03/13/2022,317.76
11/27/2021,316.8
09/12/2021,314.64
05/15/2022,305.1
03/27/2022,297.48
12/19/2021,294.67
01/09/2022,255.66000000000003
05/19/2019,247.5
06/05/2022,233.88
10/03/2021,224.94
05/08/2022,192.9
03/26/2023,189.0
07/10/2022,171.0
11/21/2021,161.45999999999998
01/02/2022,134.52
01/30/2022,125.76
01/15/2023,90.0
05/30/2022,84.72
08/28/2022,71.94
10/17/2021,68.7
10/24/2021,68.4
10/11/2020,64.8
05/27/2017,19.32
